Text,Label
เพราะมีเมนูอื่นๆ,  O
ด้วยพนักงานมีจำนวนมาก,  O
โต๊ะก็เยอะ,  O
ไม่มีห้องแอร์,  O
ควรมาทานช่วงเย็นๆ,  O
จะไม่ร้อนมากพวกเมนูปลา,  O
กุ้งและปู,  O
ราคาจะแรงหน่อย,  B-PriceNeg
แต่คุณภาพก็สมราคา,  B-ValuePos
เพราะสดมาก,  B-QualityPos
น้ำจิ้มซีฟู้ดมะนาวสดอาหารส่วนใหญ่ติดรสชาติหวานไปหน่อย,  O
หวานจนถึงน้ำจิ้ม,  O
แต่รวมๆ,  B-FoodPos
ก็ดี,  I-FoodPos
วันนี้จัดต้มยำปลาเก๋า,  O
รสชาติดีจริง,  B-FoodPos
คำแรกที่ซดน้ำต้มยำนี่ขอบอกว่าชอบมากครับ,  B-ImpressedPos
ตามมาด้วยผัดเผ็ดปลาดุกทะเล,  O
ใส่เครื่องมาเต็ม,  O
รสชาติจัดจ้านจริงๆ,  B-FoodPos
ไข่เจียวปู,  O
ใส่ปูมาแบบไม่ได้ล้อเล่น,  O
กรอบตรงขอบด้านในนุ่มอร่อย,  O
คะน้าหมูกรอบรสชาติใช้ได้,  B-FoodPos
ร้านนี้เติมข้าวได้ไม่อั้นเลย,  O
อาหารมีหลากหลายทั้งซีฟู้ดและประเภทอื่นๆ,  B-VariousPos
ราคาเหมาะสมไม่แพงมาก,  B-PricePos
ปริมาณคุ้มค่า🔹ทอดมันปลาอินทรีย์,  B-ValuePos
:,  O
ชิ้นใหญ่,  O
เนื้อแน่น,  O
รสชาติจัดจ้านเครื่องแกง,  O
ไม่เหนียว🔸ยำผักบุ้งทอดกรอบ,  O
อาหารพื้นเมืองหัวหิน,  O
พื้นที่กว้างอยู่มีที่จอดรถอาหารทะเลดีงาม,  B-ConveniencePos
ปลาเนื้อแน่น,  O
ผักเหมียงผัดไข่,  O
รสชาติดีไม่เค็มไปหอยเชลล์ผัดเนยกระเทียมเนื้อแน่นแกงส้มกุ้งมาหลายตัวไข่ตุ๋นหม้อไฟ,  O
หมึกตัวใหญ่,  O
ยำทะเลมาเต็ม,  O
ขนมก็ไม่ค่อยถูกปาก,  B-FoodNeg
คงมาครั้งเดียวแหละ,  B-RecommendNeg
ไม่ถูกปากทั้งเครื่องดื่มและขนมแถมราคาสูงมากด้วย,  B-FoodNeg
พนักงานรับออเดอร์สีหน้าไม่เป็นมิตร,  B-ServiceNeg
ไม่สามารถแนะนำรายละเอียดของเครื่องดื่มได้เลย,  B-ServiceNeg
กาแฟไม่หอมและออกเปรี้ยว,  B-FoodNeu
นมด้านล่างเฉยๆ,  I-FoodNeu
คาเฟ่สวยๆในชะอำโทนขาวสบายตา,  O
ร้านอาจจะลึกลับหน่อย,  B-LocationNeu
ขับเข้ามาในซอย,  O
แต่ก็หาไม่ยาก,  B-LocationPos
กาแฟที่ลอง,  O
คาราเมลมัคคีอาโต้,  O
กาแฟเค้าหอม,  O
เข้ม,  O
รสชาติดีกลมกล่อมลงตัว,  B-FoodPos
ครัวซองอัลมอนด์,  O
แป้งไม่ค่อยนุ่ม,  B-FoodNeu
ออกจะเหนียวไปหน่อย,  B-FoodNeg
แต่งร้านได้สวยมากน่านั่งน่าถ่ายรูปไปหมดทุกจุดอารมณ์คาเฟ่ริมหาดเลย,  B-GoodView
กาแฟดีมากเค้กยิ่งดีเข้าไปใหญ่เปิดเพลงดี,  B-FoodPos
ถ้าอยู่แถวบ้านนี่คงจะแวะไปบ่อยมากโคตรชอบเลย,  B-RecommendPos
คาเฟ่,  O
ร้านสวย,  O
สไตล์เกาหลี,  O
มีมุมถ่ายรูปเยอะ,  B-RecommendPos
มีสระว่ายน้ำเล็กๆ,  O
หลังร้าน,  O
ไว้ให้ถ่ายรูปด้วยเมนูมีทั้งอาหารและเครื่องดื่ม,  O
มีกาแฟแบบ,  O
single,  O
origin,  O
ถูกใจสาย,  O
Specialty,  O
Coffee,  O
มีมาให้เลือกหลายตัว,  B-VariousPos
เมนูไม่กาแฟก็เยอะ,  O
ราคาโอเคเลยเรากิน,  O
Matcha,  B-FoodPos
Yuzu,  I-FoodPos
โอเคเลยนะ,  I-FoodPos
อร่อยดี,  B-FoodPos
ขาเขียวไม่เข้มเกินไป,  B-FoodPos
ไม่ขม,  O
ยุสุก็ไม่ขม,  B-FoodPos
ร้านขนาดไม่ใหญ่,  O
แต่ตกแต่งน่ารัก,  B-GoodView
มินิมอลมากๆ,  O
แทบจะทุกมุม,  O
คือลงตัวทั้งด้านนอกด้านใน,  O
ส่วนด้านหลังร้าน,  O
มีสระน้ำให้นั่งถ่ายรูปเก๋,  O
ๆ,  O
เหมาะกับมาเที่ยวคาเฟ่ในชะอำ,  O
ร้านมรมุมให้ถ่ายรูปเล่นเพียบเลยเครื่องดื่มและขนมก็มีให้เลือกสั่งเยอะอยู่ค่ะ,  B-VariousPos
หรือถ้าใครหิวข้าว,  O
เมนูข้าวก็มีนะเราสั่ง,  O
Dirty,  O
(,  O
100.-,  O
),  O
ทำออกมาได้ดีเลย,  B-FoodPos
ลงตัวมาก,  B-FoodPos
เจ้าของและพนักงานบริการดีครับ,  B-ServicePos
ร้านสวยดี,  B-GoodView
วัยรุ่นมาถ่ายภาพกันเยอะ-,  O
espresso,  O
60.-,  O
กาแฟอร่อยและไม่แพงครับ,  B-FoodPos
แนะนำเลย,  B-RecommendPos
คาเฟ่สไตล์มินิมอลสีขาวในเมืองชะอำ,  O
ให้ฟีลแบบเกาหลีเล็กๆ,  O
มุมถ่ายรูปทั้งร้าน.มาชะอำยังไงให้ชิคแบบไปเกาหลี,  O
กาแฟดี,  B-FoodPos
ขนมอร่อย,  B-FoodPos
ใครสาย,  B-RecommendPos
Specialty,  I-RecommendPos
รับรองถูกใจเพราะทางร้านมีเมล็ดกาแฟให้เลือกเยอะมากกกก,  I-RecommendPos
ส่วนเมนู,  O
noo-coffee,  B-VariousPos
ก็หลากหลายแล้วครีเอทมากๆ,  I-VariousPos
อย่างตัวโรสวูดที่เราสั่งมาจะเป็น,  O
ไซรัปกุหลาบใส่โซดาและมีแตงกวาญี่ปุ่นเพิ่มความหอมสดชื่นไปอีก,  O
